6500,d12215095,/Restaurant_Review-g274887-d12215095-Reviews-Stand25_Bisztro-Budapest_Central_Hungary.html
6501,d11749666,/Restaurant_Review-g187497-d11749666-Reviews-Carlos_Pizza-Barcelona_Catalonia.html
6502,d10691299,/Restaurant_Review-g188590-d10691299-Reviews-Krijn_Ijburg-Amsterdam_North_Holland_Province.html
6503,d2358426,/Restaurant_Review-g190454-d2358426-Reviews-Heuriger_Hans_Maly-Vienna.html
6504,d2313972,/Restaurant_Review-g186338-d2313972-Reviews-Antalya-London_England.html
6505,d8105905,/Restaurant_Review-g188113-d8105905-Reviews-Il_Caffe-Zurich.html
6506,d3521223,/Restaurant_Review-g188057-d3521223-Reviews-Bat_Dat-Geneva.html
6507,d5826641,/Restaurant_Review-g187323-d5826641-Reviews-Asia_Time-Berlin.html
6508,d10787980,/Restaurant_Review-g189852-d10787980-Reviews-Bistro_Brothers-Stockholm.html
6509,d13131746,/Restaurant_Review-g187849-d13131746-Reviews-Rebel-Milan_Lombardy.html
6510,d969088,/Restaurant_Review-g947638-d969088-Reviews-Au_Repos_des_Chasseurs-Watermael_Boitsfort_Brussels.html
6511,d10295396,/Restaurant_Review-g187497-d10295396-Reviews-La_Costurera-Barcelona_Catalonia.html
6512,d7367740,/Restaurant_Review-g187147-d7367740-Reviews-Pain_Et_Friandises-Paris_Ile_de_France.html
6513,d7071760,/Restaurant_Review-g187514-d7071760-Reviews-Cerveceria_Restaurante_Literatos_23-Madrid.html
6514,d4800547,/Restaurant_Review-g188113-d4800547-Reviews-Restaurant_Landhus-Zurich.html
6515,d11807584,/Restaurant_Review-g187323-d11807584-Reviews-Eis_Cafe_Florenz-Berlin.html
6516,d1340533,/Restaurant_Review-g187309-d1340533-Reviews-Kyano-Munich_Upper_Bavaria_Bavaria.html
6517,d697448,/Restaurant_Review-g187497-d697448-Reviews-Cafe_del_Centre-Barcelona_Catalonia.html
6518,d12572666,/Restaurant_Review-g274873-d12572666-Reviews-Wine_bar_Suklje-Ljubljana_Upper_Carniola_Region.html
6519,d8756153,/Restaurant_Review-g186338-d8756153-Reviews-Franco_Manca-London_England.html
6520,d3492414,/Restaurant_Review-g187323-d3492414-Reviews-Nin_Hao-Berlin.html
6521,d1464145,/Restaurant_Review-g187791-d1464145-Reviews-Ristorante_Casa_Mia-Rome_Lazio.html
6522,d718162,/Restaurant_Review-g187147-d718162-Reviews-L_Epicerie-Paris_Ile_de_France.html
6523,d7807045,/Restaurant_Review-g274707-d7807045-Reviews-Cajovna_U_Zlateho_Kohouta-Prague_Bohemia.html
6524,d1329332,/Restaurant_Review-g187265-d1329332-Reviews-Plato-Lyon_Rhone_Auvergne_Rhone_Alpes.html
6525,d1873249,/Restaurant_Review-g187331-d1873249-Reviews-Trattoria_Da_Enzo-Hamburg.html
6526,d7138364,/Restaurant_Review-g187497-d7138364-Reviews-Mercado_Provenzal-Barcelona_Catalonia.html
6527,d10092300,/Restaurant_Review-g186338-d10092300-Reviews-Pod-London_England.html
6528,d10463728,/Restaurant_Review-g187497-d10463728-Reviews-Auto_Rosellon-Barcelona_Catalonia.html
6529,d698823,/Restaurant_Review-g189852-d698823-Reviews-Sturehof-Stockholm.html
6530,d2006284,/Restaurant_Review-g187791-d2006284-Reviews-Ristorante_Il_Pizzicotto-Rome_Lazio.html
6531,d6600007,/Restaurant_Review-g188590-d6600007-Reviews-Susies_Saloon-Amsterdam_North_Holland_Province.html
6532,d3241445,/Restaurant_Review-g187514-d3241445-Reviews-Santo-Madrid.html
6533,d12631683,/Restaurant_Review-g187147-d12631683-Reviews-Chez_Pariz-Paris_Ile_de_France.html
6534,d5122222,/Restaurant_Review-g186338-d5122222-Reviews-Albany_Tandoori-London_England.html
6535,d12362066,/Restaurant_Review-g187147-d12362066-Reviews-Le_Social_Bar-Paris_Ile_de_France.html
6536,d2416173,/Restaurant_Review-g188590-d2416173-Reviews-Kapitein_Zeppos-Amsterdam_North_Holland_Province.html
6537,d7139057,/Restaurant_Review-g187265-d7139057-Reviews-La_Bibliotheque_BEST_WESTERN_Hotel_Charlesmagne-Lyon_Rhone_Auvergne_Rhone_Alpes.html
6538,d731557,/Restaurant_Review-g186338-d731557-Reviews-Olivomare-London_England.html
6539,d7242909,/Restaurant_Review-g187514-d7242909-Reviews-Muta_Smoking_Club-Madrid.html
6540,d2524769,/Restaurant_Review-g187309-d2524769-Reviews-Miura_Restaurant-Munich_Upper_Bavaria_Bavaria.html
6541,d10453186,/Restaurant_Review-g189852-d10453186-Reviews-Ikea_Kungens_Kurva-Stockholm.html
6542,d5614767,/Restaurant_Review-g187514-d5614767-Reviews-Duomo_s_Pizza-Madrid.html
6543,d7702406,/Restaurant_Review-g187147-d7702406-Reviews-Le_Mordant-Paris_Ile_de_France.html
6544,d2097584,/Restaurant_Review-g187497-d2097584-Reviews-Rangoli-Barcelona_Catalonia.html
6545,d4915056,/Restaurant_Review-g274707-d4915056-Reviews-Restaurace_Plzenka-Prague_Bohemia.html
6546,d4701757,/Restaurant_Review-g274707-d4701757-Reviews-4_Kameny-Prague_Bohemia.html
6547,d2518210,/Restaurant_Review-g187791-d2518210-Reviews-Forno_Ceccacci-Rome_Lazio.html
6548,d8590021,/Restaurant_Review-g187497-d8590021-Reviews-Hanami-Barcelona_Catalonia.html
6549,d719440,/Restaurant_Review-g187147-d719440-Reviews-Le_Tabarin-Paris_Ile_de_France.html
6550,d10109757,/Restaurant_Review-g189400-d10109757-Reviews-Tar_Beer_Restuarant-Athens_Attica.html
6551,d991415,/Restaurant_Review-g187514-d991415-Reviews-El_Latigazo-Madrid.html
6552,d10241413,/Restaurant_Review-g186605-d10241413-Reviews-The_Long_Mile_Inn-Dublin_County_Dublin.html
6553,d11723210,/Restaurant_Review-g189158-d11723210-Reviews-Quiosque_Ribeira_das_Naus-Lisbon_Lisbon_District_Central_Portugal.html
6554,d12630857,/Restaurant_Review-g188590-d12630857-Reviews-Kannibalen_En_Paradijsvogels-Amsterdam_North_Holland_Province.html
6555,d779569,/Restaurant_Review-g187323-d779569-Reviews-Fritz_Co-Berlin.html
6556,d982612,/Restaurant_Review-g187331-d982612-Reviews-Tao-Hamburg.html
6557,d10488029,/Restaurant_Review-g187147-d10488029-Reviews-L_Esmeralda-Paris_Ile_de_France.html
6558,d12378321,/Restaurant_Review-g187323-d12378321-Reviews-Pergamon_Doner_Kebap-Berlin.html
6559,d11785655,/Restaurant_Review-g187514-d11785655-Reviews-Ir_sushi-Madrid.html
6560,d1997139,/Restaurant_Review-g187331-d1997139-Reviews-Bricks_Lounge_Bar-Hamburg.html
6561,d9567331,/Restaurant_Review-g189852-d9567331-Reviews-Espresso_House-Stockholm.html
6562,d6903248,/Restaurant_Review-g187849-d6903248-Reviews-Setemesgio-Milan_Lombardy.html
6563,d10754603,/Restaurant_Review-g187497-d10754603-Reviews-Mutenroshi_Ramen-Barcelona_Catalonia.html
6564,d4465497,/Restaurant_Review-g274707-d4465497-Reviews-Vidlicky_a_noze_Strasnice-Prague_Bohemia.html
6565,d784594,/Restaurant_Review-g188644-d784594-Reviews-Le_Pacific-Brussels.html
6566,d5989630,/Restaurant_Review-g187265-d5989630-Reviews-Monte_Santo-Lyon_Rhone_Auvergne_Rhone_Alpes.html
6567,d8530719,/Restaurant_Review-g186338-d8530719-Reviews-Neal_s_Yard_Dairy_Covent_Garden-London_England.html
6568,d5822234,/Restaurant_Review-g187331-d5822234-Reviews-Abaton_Bistro-Hamburg.html
6569,d1039323,/Restaurant_Review-g187331-d1039323-Reviews-Schnoor_s_Restaurant-Hamburg.html
6570,d2587100,/Restaurant_Review-g186338-d2587100-Reviews-Copita-London_England.html
6571,d7376019,/Restaurant_Review-g274856-d7376019-Reviews-Milanovo_Restaurant_Pizzeria_Cafe-Warsaw_Mazovia_Province_Central_Poland.html
6572,d13223329,/Restaurant_Review-g187791-d13223329-Reviews-Le_Padelline-Rome_Lazio.html
6573,d733797,/Restaurant_Review-g186338-d733797-Reviews-Salsa-London_England.html
6574,d1343387,/Restaurant_Review-g187331-d1343387-Reviews-Moraba-Hamburg.html
6575,d10671294,/Restaurant_Review-g189158-d10671294-Reviews-Restaurante_Portas_Verdes-Lisbon_Lisbon_District_Central_Portugal.html
6576,d10019850,/Restaurant_Review-g190454-d10019850-Reviews-Top_Lokal-Vienna.html
6577,d1322272,/Restaurant_Review-g187147-d1322272-Reviews-Soluna_Cafes-Paris_Ile_de_France.html
6578,d4844780,/Restaurant_Review-g187497-d4844780-Reviews-L_antiga_casa_Nice-Barcelona_Catalonia.html
6579,d13277890,/Restaurant_Review-g274873-d13277890-Reviews-Restavracija_XXXL-Ljubljana_Upper_Carniola_Region.html
6580,d2613421,/Restaurant_Review-g187331-d2613421-Reviews-Tapas_y_Mas-Hamburg.html
6581,d1064563,/Restaurant_Review-g189158-d1064563-Reviews-Tun_Fon-Lisbon_Lisbon_District_Central_Portugal.html
6582,d7309231,/Restaurant_Review-g274924-d7309231-Reviews-Jedalen_U_Danovaka_1-Bratislava_Bratislava_Region.html
6583,d5854973,/Restaurant_Review-g187849-d5854973-Reviews-BQ_navigli-Milan_Lombardy.html
6584,d7795429,/Restaurant_Review-g274887-d7795429-Reviews-Bereg_Bar_Cafe-Budapest_Central_Hungary.html
6585,d1018927,/Restaurant_Review-g806262-d1018927-Reviews-Hansens_Gamle_Familiehave-Frederiksberg_Copenhagen_Zealand.html
6586,d7343087,/Restaurant_Review-g1136493-d7343087-Reviews-La_Canardiere-Ixelles_Brussels.html
6587,d12656426,/Restaurant_Review-g188644-d12656426-Reviews-Sabor_Latino-Brussels.html
6588,d12333520,/Restaurant_Review-g187849-d12333520-Reviews-Ristorante_Santa_Virginia-Milan_Lombardy.html
6589,d10126650,/Restaurant_Review-g187147-d10126650-Reviews-Mon_Titi-Paris_Ile_de_France.html
6590,d2338441,/Restaurant_Review-g186338-d2338441-Reviews-Ping_Pong_Bow_Bells_House-London_England.html
6591,d4772004,/Restaurant_Review-g186338-d4772004-Reviews-The_Joint-London_England.html
6592,d9784919,/Restaurant_Review-g186605-d9784919-Reviews-Stir_Restaurant-Dublin_County_Dublin.html
6593,d2179872,/Restaurant_Review-g187147-d2179872-Reviews-Boco-Paris_Ile_de_France.html
6594,d12214066,/Restaurant_Review-g186338-d12214066-Reviews-HOP_Vietnamese-London_England.html
6595,d10947768,/Restaurant_Review-g187147-d10947768-Reviews-Le_Chat_Zen-Paris_Ile_de_France.html
6596,d8590744,/Restaurant_Review-g186338-d8590744-Reviews-Bio_Andes_Cafe-London_England.html
6597,d7992446,/Restaurant_Review-g187849-d7992446-Reviews-Pura_Vida-Milan_Lombardy.html
6598,d2557573,/Restaurant_Review-g186605-d2557573-Reviews-Simon_s_Place-Dublin_County_Dublin.html
6599,d3803807,/Restaurant_Review-g186605-d3803807-Reviews-Marks_and_Spencer_Cafe-Dublin_County_Dublin.html
6600,d10084603,/Restaurant_Review-g187497-d10084603-Reviews-Haiti_Bar-Barcelona_Catalonia.html
6601,d7160078,/Restaurant_Review-g187791-d7160078-Reviews-Claire_Bistrot-Rome_Lazio.html
6602,d754390,/Restaurant_Review-g186338-d754390-Reviews-Mangal_2_Ocakbasi_Restaurant-London_England.html
6603,d3722605,/Restaurant_Review-g186338-d3722605-Reviews-The_Old_Express-London_England.html
6604,d11842339,/Restaurant_Review-g274772-d11842339-Reviews-Raw_Nest-Krakow_Lesser_Poland_Province_Southern_Poland.html
6605,d8396040,/Restaurant_Review-g189180-d8396040-Reviews-Cafe_chavena_d_Ouro-Porto_Porto_District_Northern_Portugal.html
6606,d10730878,/Restaurant_Review-g189400-d10730878-Reviews-Oinothira-Athens_Attica.html
6607,d11848992,/Restaurant_Review-g187497-d11848992-Reviews-365_Cafe-Barcelona_Catalonia.html
6608,d966582,/Restaurant_Review-g187309-d966582-Reviews-Vini_e_Panini-Munich_Upper_Bavaria_Bavaria.html
6609,d11842298,/Restaurant_Review-g187791-d11842298-Reviews-Piadineria_ZeroZero-Rome_Lazio.html
