18005,d8420455,/Restaurant_Review-g189852-d8420455-Reviews-Bar_Burger_Cafe-Stockholm.html
18006,d3339877,/Restaurant_Review-g186338-d3339877-Reviews-Wasabi_sushi_and_bento-London_England.html
18007,d11918801,/Restaurant_Review-g187514-d11918801-Reviews-Carnes_a_lo_Bestia-Madrid.html
18008,d12248301,/Restaurant_Review-g186338-d12248301-Reviews-All_In_A_Pickle-London_England.html
18009,d2443548,/Restaurant_Review-g186338-d2443548-Reviews-Queen_of_Sheba-London_England.html
18010,d12674946,/Restaurant_Review-g189934-d12674946-Reviews-Cafe_Bar_Petisco-Helsinki_Uusimaa.html
18011,d2257044,/Restaurant_Review-g186338-d2257044-Reviews-Castle_Tandoori-London_England.html
18012,d8512707,/Restaurant_Review-g187514-d8512707-Reviews-La_Pomarada-Madrid.html
18013,d8300373,/Restaurant_Review-g187497-d8300373-Reviews-Ramen_Shop-Barcelona_Catalonia.html
18014,d7932678,/Restaurant_Review-g187849-d7932678-Reviews-Rotonda_Bistro-Milan_Lombardy.html
18015,d7695585,/Restaurant_Review-g187849-d7695585-Reviews-Hongxin-Milan_Lombardy.html
18016,d8338835,/Restaurant_Review-g187849-d8338835-Reviews-Bar_Presso_Istituto_Tumori-Milan_Lombardy.html
18017,d2017833,/Restaurant_Review-g187497-d2017833-Reviews-Piscolabis_Rambla-Barcelona_Catalonia.html
18018,d10061930,/Restaurant_Review-g187323-d10061930-Reviews-Valladares_Feinkost-Berlin.html
18019,d8442813,/Restaurant_Review-g274707-d8442813-Reviews-Garage-Prague_Bohemia.html
18020,d12674785,/Restaurant_Review-g189541-d12674785-Reviews-La_Piazza-Copenhagen_Zealand.html
18021,d2341788,/Restaurant_Review-g189852-d2341788-Reviews-Restaurant_Stortorgsk-Stockholm.html
18022,d11841410,/Restaurant_Review-g189180-d11841410-Reviews-Frango_com-Porto_Porto_District_Northern_Portugal.html
18023,d4590465,/Restaurant_Review-g186338-d4590465-Reviews-Camino_Blackfriars-London_England.html
18024,d11868237,/Restaurant_Review-g190454-d11868237-Reviews-P_Dussmann_GmbH-Vienna.html
18025,d2148736,/Restaurant_Review-g189541-d2148736-Reviews-Viften-Copenhagen_Zealand.html
18026,d948914,/Restaurant_Review-g188590-d948914-Reviews-De_Blauwe_Parade-Amsterdam_North_Holland_Province.html
18027,d743776,/Restaurant_Review-g190356-d743776-Reviews-Welcome-Luxembourg_City.html
18028,d5804639,/Restaurant_Review-g187147-d5804639-Reviews-Sparks_Paris-Paris_Ile_de_France.html
18029,d6485100,/Restaurant_Review-g187323-d6485100-Reviews-Nudel_Works-Berlin.html
18030,d10367053,/Restaurant_Review-g187849-d10367053-Reviews-We_Uaglio-Milan_Lombardy.html
18031,d8789693,/Restaurant_Review-g189158-d8789693-Reviews-Jubel-Lisbon_Lisbon_District_Central_Portugal.html
