4000,d7123979,/Restaurant_Review-g274707-d7123979-Reviews-Kebapcinica-Prague_Bohemia.html
4001,d3170176,/Restaurant_Review-g187147-d3170176-Reviews-Bistrot_Francois_Felix-Paris_Ile_de_France.html
4002,d753115,/Restaurant_Review-g188590-d753115-Reviews-Da_Antonio-Amsterdam_North_Holland_Province.html
4003,d3365040,/Restaurant_Review-g186338-d3365040-Reviews-Terroni_of_Clerkenwell-London_England.html
4004,d6433746,/Restaurant_Review-g188644-d6433746-Reviews-Momo-Brussels.html
4005,d2316329,/Restaurant_Review-g187849-d2316329-Reviews-La_Granseola-Milan_Lombardy.html
4006,d3734899,/Restaurant_Review-g187514-d3734899-Reviews-Rosa_Negra-Madrid.html
4007,d4767542,/Restaurant_Review-g274707-d4767542-Reviews-Hamr_Branik-Prague_Bohemia.html
4008,d10790273,/Restaurant_Review-g189158-d10790273-Reviews-Hungry_Eye_Resturent_Bar_Cafe-Lisbon_Lisbon_District_Central_Portugal.html
4009,d3506075,/Restaurant_Review-g187497-d3506075-Reviews-Trole-Barcelona_Catalonia.html
4010,d5122844,/Restaurant_Review-g186338-d5122844-Reviews-Pret_A_Manger-London_England.html
4011,d3723880,/Restaurant_Review-g187514-d3723880-Reviews-D_kebab_Food-Madrid.html
4012,d2229107,/Restaurant_Review-g187147-d2229107-Reviews-Brioche_Doree-Paris_Ile_de_France.html
4013,d12557336,/Restaurant_Review-g187791-d12557336-Reviews-Trattoria_da_Fortunata_alla_Cancelleria-Rome_Lazio.html
4014,d782485,/Restaurant_Review-g187323-d782485-Reviews-Corroboree_Restaurant_Cafe_Bar-Berlin.html
4015,d717340,/Restaurant_Review-g187497-d717340-Reviews-Meson_del_Cafe-Barcelona_Catalonia.html
4016,d5558421,/Restaurant_Review-g274856-d5558421-Reviews-Soto_Sushi_Warynskiego-Warsaw_Mazovia_Province_Central_Poland.html
4017,d2308767,/Restaurant_Review-g189852-d2308767-Reviews-Pizza_Kebab_Bar-Stockholm.html
4018,d8122521,/Restaurant_Review-g187514-d8122521-Reviews-Casa_Lafu-Madrid.html
4019,d10559391,/Restaurant_Review-g189541-d10559391-Reviews-Thai_me_up-Copenhagen_Zealand.html
4020,d5488773,/Restaurant_Review-g187514-d5488773-Reviews-Restaurante_El_Mortero-Madrid.html
4021,d680373,/Restaurant_Review-g186338-d680373-Reviews-Luxuriance_Peking_Cuisine-London_England.html
4022,d12225731,/Restaurant_Review-g187265-d12225731-Reviews-Bistrot_Des_Celestins-Lyon_Rhone_Auvergne_Rhone_Alpes.html
4023,d11932517,/Restaurant_Review-g188590-d11932517-Reviews-De_Belg_snackbar-Amsterdam_North_Holland_Province.html
4024,d10232585,/Restaurant_Review-g190479-d10232585-Reviews-Bambus_Sushi_Noodles_Barcode-Oslo_Eastern_Norway.html
4025,d5122157,/Restaurant_Review-g186338-d5122157-Reviews-Favorite_Fried_Chicken-London_England.html
4026,d5794830,/Restaurant_Review-g187514-d5794830-Reviews-McDonald_s-Madrid.html
4027,d5029535,/Restaurant_Review-g186338-d5029535-Reviews-Nona_restaurant_and_Pizzeria-London_England.html
4028,d12904233,/Restaurant_Review-g189158-d12904233-Reviews-Miteri_Restaurant_Rodhi_Ghar-Lisbon_Lisbon_District_Central_Portugal.html
4029,d7346916,/Restaurant_Review-g186338-d7346916-Reviews-Maddalena_Restaurant-London_England.html
4030,d9583347,/Restaurant_Review-g187147-d9583347-Reviews-Radiodays-Paris_Ile_de_France.html
4031,d12675077,/Restaurant_Review-g187323-d12675077-Reviews-Burgerlicious-Berlin.html
4032,d8339622,/Restaurant_Review-g187849-d8339622-Reviews-Coop_M_A_M-Milan_Lombardy.html
4033,d10310681,/Restaurant_Review-g188057-d10310681-Reviews-Chouchouette-Geneva.html
4034,d13277645,/Restaurant_Review-g187147-d13277645-Reviews-Restaurant_A_T-Paris_Ile_de_France.html
4035,d7123288,/Restaurant_Review-g274707-d7123288-Reviews-Cafe_Balkon-Prague_Bohemia.html
4036,d7817870,/Restaurant_Review-g186338-d7817870-Reviews-The_Schoolhouse-London_England.html
4037,d6753062,/Restaurant_Review-g274707-d6753062-Reviews-O_papa-Prague_Bohemia.html
4038,d5111152,/Restaurant_Review-g187331-d5111152-Reviews-Ristorante_Farinelli_da_Franco-Hamburg.html
4039,d12392454,/Restaurant_Review-g190356-d12392454-Reviews-Il_Passatempo-Luxembourg_City.html
4040,d1050534,/Restaurant_Review-g187147-d1050534-Reviews-Le_Cafe_du_Commerce-Paris_Ile_de_France.html
4041,d7352881,/Restaurant_Review-g187331-d7352881-Reviews-Restaurant_Stuffel-Hamburg.html
4042,d711875,/Restaurant_Review-g189541-d711875-Reviews-Norrebro_Bryghus-Copenhagen_Zealand.html
4043,d4769954,/Restaurant_Review-g274924-d4769954-Reviews-CBC_cafe_restaurant-Bratislava_Bratislava_Region.html
